,business_id,stars,text,user_id,cool,useful,funny,contains_profanity
250,zofs5Ig8kgvtFyp3ySoSBA,5,"I love cupcakes. Its true. I really do. I have waited in an hour long line outside of Magnolia Bakery in NYC to experience the bakery that started the cupcake craze. That said, if there is a good cupcake to be had, I'm on my way to experience it. I must note- that I am not a fan of Sprinkles; as I think they are overly dry and waayy too hyped.

We just ordered two dozen different flavors from Mind Over Batter to celebrate our August birthdays (its a tradition we do once a month from baker's around town). Because of my love for all thinks coffee- I got the Carmel Mocchiato. Let me just say- i wished I took a picture. But I couldn't help but to dive in. Mocha Buttercream frosting-piled high, crushed coffee toffee and carmel drizzle. 

I also heard rave reviews from the office about the Birthday Cake and the Chocolate Red Velvet. The one I most want to try is the Lemon Drop (because I love lemon).

I'll be back in very soon to check out more flavors and cake pops.",wEwU88bt18BUf7DhHDRbHw,0,1,0,False
251,z3yFuLVrmH-3RJruPEMYKw,5,"I love this place! Everything about it! The great food, the grocery section, the cramped seating (it gives character). It all goes together perfectly. Haven't found one bad thing yet:)",V-gZC7GXA82mYfvWprtYJg,0,0,0,False
252,H7KzlC0-o1wIhlGg-Me5Ag,5,"Best Chinese food in the Valley. As others have said, salad dressing is addictive as IS available to take home in containers. Shrimp dishes are outstanding with large, plump high quality pieces of shrimp. I have never had even an average dish here. Go and enjoy!",9NyCrQI8gvY73gz7hSNY8g,0,0,0,False
253,V6BYjHM9SnXscfkln3hCdA,5,"Here's the deal. I said I was done with OT, but a friend told me the management had changed and it was worth another shot. 

My friend was right.

Everything I had a problem with before was remedied. I went in unannounced, didn't tell anyone about a previous bad experience, and I was given some of the best service I've received in town. When we went in, we were sat quickly and tended to very well for our entire visit.

No texting employees, no indifferent waitstaff. The chef was in the food window expediting food, making sure it went out promptly and correctly. Not only was our server attentive, but there was a team service atmosphere and other servers came by our table when we had empty drinks, debris on the table, etc. 

The decor has been refreshed, and although I didn't dislike the decor originally, it is definitely an upgrade as well. Now its much cleaner, but still maintains the character that was part of its charm before. 

Props to the new management. Well done. I'll be back.

PS - forgot to order side syrup. Curious to see if they still charge $2.",2CdbmUXg7kkmbJ1XSDrY-A,0,1,1,False
254,OEWW22gUG_JADQ3h4ajXtg,5,Have alread posted a review but had to add that a friend at work ordered vegan chocolate cupcakes for my birthday and they were sooooooo delicious!! All my nonvegan coworkers LOVED them.,OOYZNIBX1Qp7fUF7IVpXog,0,0,0,False
256,52QtjHlHoa7V611bOvv1aw,5,"Beautiful restaurant! Terrrific service! 

Wonderful, fresh and authentic cuisine - what more can I say but don't miss the Carpaccio!",U4E0mci8eBfGlwFLWo2cIA,2,2,0,False
257,0Xz7umPUtAxf6JMHwybnmg,5,I've always been treated well @ D'ambrosio's despite my not exactly being 'N Scottsdale plastic'. :),1m8rFe-BCr6qHSMoV5KkUw,0,0,0,False
258,uf4AWTEI6RmRUXx-28MZsg,5,"Ben & Jerry's is still the best chain ice cream shop! The employees are always helpful and polite, and their flavors are just outrageous! The smell of the waffle cones and waffle bowls wafts out the doors as you walk by, and you can't resist. Whether you go for new flavors or classics like Cherry Garcia and Phish Food, you can expect the most flavorful ice cream with the perfect consistency.",OQMOgqS1NFIyAW4i66iDYA,2,2,1,False
259,SMpL3z4FLF07bRA6-y22JQ,5,"Did you know that Malee's on Main offers cooking classes!?  They offer them twice a month during tourist season and once per month during the rest of the year.  I attended two weeks ago, and it was OUTSTANDING!  Not only did we learn to cook Thai (which, incidentally, it was significant to learn that Thai gets its flavor by layering is sauces), but we were given the recipes for some of the signature dishes, served tastings, a meal, and wine pairings, and we were even given goody bags.  It was a great way to spend a Saturday afternoon with another foodie!",NLDDaat42UQXQCOpU4e2TA,4,5,2,False
260,LxNehlnStQY_rxEwiPof_g,5,"Even though I've rarely had anything else on their menu except for hummus, I highly recommend this little greek hot spot. They have tons of regulars because the food keeps them coming back. The hummus is to die for (it only comes with one pita however, so I always order 2-3 extra). I have also tried their veggie gyro which is great. I have brought many meat-loving friends here and I've never heard anything but great things about their experience with their food. 

The staff is completely Greek. They are friendly in their own unique kind of way. Because I usually saunter in with a drink from Starbucks (same parking lot), the female owner assumes I work there and she always asks me how business is going at SB. I corrected her the first few times, but she continued to ask, so now I just keep it going and tell her it's going great but that I hate my job (because I'm assuming I would, if I worked there). I love her personality...very intense. Never smiles, even when a smile would be just right. But she is still very kind. Always look forward to seeing her and eating her food.",SWoWXML68esw-UhHRjLBQQ,1,1,1,False
261,kfscAJnLVf6J2uEte7g-5A,5,I came here hoping to catch brunch but I guess it ends at 11:30am or 12pm. Luckily the lunch menu looked just as tasty. We ordered the Luau pulled pork sandwich (the jalapeno cole slaw gives it a nice kick) and the Monte Cristo (french toast instead of regular bread slices = delicious). Service was friendly and attentive. The dining area is decorated like a household- very comfortable and clean.,_YFr0NsiulAoUOAtARP_Xw,1,2,0,False
262,AZq_SBJsqsleJkQCksYsjg,5,"My husband and I enjoyed a ""staycation"" here for my birthday. We had an amazing time! We took advantage of the great happy hour specials at the poolside bar and at the Sangria bar. The Sangria bar had billiards and a card table. They also had a wonderful Happy Hour menu where everything is $5. Excellent hamburgers and margaritas. We enjoyed a beautiful  dinner at Palm Court and a breakfast buffet at Vista Verde. We took advantage of the free bike rentals and the exercise facility. The staff was amazing and very accommodating. They have definitely earned our business and will refer our friends.",Rj3LpeiJUPYBC8L_Xy6cBQ,0,0,0,False
263,lVkDZZ8sTafPlq7f1i5row,5,"Okay, if you actually like the taste of good whole foods and fresh ingredients this place is an Oasis of goodness. If your looking for a place that says they make natural foods but uses 2nd rate ingredients and comes up with recipes to hide the fact by using spices to cover it up your better off going somewhere else.
My family took me here when we were visiting, and it is wonderful. I had the Pesto Presto sandwich and it was divine! I also tried my family's strawberry fields salad and Arizona rolls. They were all really good. The vegetables were fresh and high quality and the price for the portion and quality was a good price.
I was amazed that they had a couple of options for people on the raw foods diet. The juices are different, but surprisingly refreshing.
This place is a great example that eating well and health can be tasty and satisfying.",2-GIaS8Bc4MHqzXHLQY9Ew,1,1,0,False
264,L9UYbtAUOcfTgZFimehlXw,5,Just perfect !!!  For what it is!!!  Down to the Edison light bulbs from rejuvanation!!,l2srZt-GNvF7tMotR_VyAw,0,0,0,False
265,ZCE_ZHlZGpWPGICWpGNrdQ,5,"It's a beautiful day.  Clear sky and around 65 degrees in the late morning!  What to do?  My little guy had been riding his bike without training wheels.  Woo-hoo!  Is he ready to go on a dirt trail?  We're gearing him up to go mountain biking up North.  Hubby suggested Riparian Preserve.  It was an excellent choice.  

""This is awesome!""  my little one exclaimed, as he bounced up and down on the trail.  Then, he'll just stop right in front of me without warning.  Five year olds get distracted so easily.  ""Is that a wasp?  Look at that hover fly!  What kind of ant is that?  What kind of beetles live here!""  asks my little future entomologist.   We'll be taking some tours and classes the Riparian offers soon!

My little one did bite the dust several times due to some excessively gravelly paths.  He learned to either walk his bike over or slow down a bit.  Such a sport!  ""Let's come back here again.,  That was fun!""  It was fun for us too!

We're so lucky we live not far from here.  It is a very well maintained park.  As it gets hotter, we would walk and feed the ducks in the morning and spend the rest of the time in the Regional Library.  I highly recommend you check this place out.",c3yJNjz_K--z4CIpR7yhvQ,3,4,3,False
266,qSLdUiI2edATC3KBT2zf4Q,5,"The Thai menu is totally amazing!  I had the Panang; and the coconut curry was to die for.  I have been mistakenly driving past this wonderful place for a year.  Do yourself a favor, try Na Rai, you will be so pleased  you did. 
They have a lunch menu as well.",eqpoFHtDafP6XBv5ClufLg,0,0,0,False
267,c7VgGP8xT25OSReok6fwcQ,5,"Tiffany @ the chanel counter. 
Tana in the lingerie department. 

these are my go-to girls for everything. i bring all of my purchases to them bc they are THAT much better than everyone else. except shoes because the shoe people know how to work that confusing back shoe room. 

but everything else: make up, accessories, clothes....all to one of these girls. i recommend you only work with them as well :)",hFtlFksrcLaWHGPNa6SmeA,4,5,3,False
269,-AAig9FG0s8gYE4f8GfowQ,5,"I love this place! I love that it's to-go only (no 3 hour waits, like Pizzaria Bianco), and the mozzarella is mouth watering. 
Please try the mozzarella, tomato, basil sandwich. You won't regret it!",tZL60BEoU-NVHK8OsBiN3Q,1,1,1,False
270,6sELDdbWi_Cjwp5uZ8PmGw,5,"Ice Ice Baby...
Ice Ice Baby...

All right stop collaborate and listen;
Ice Now is here and it's got my attention 
Make some drinks - not warm but frosty;
And believe me when I say they are not costly
Will it ever melt? yo I don't know.
Give them a call and they'll show
To the extreme I yelp like a sandal;
Ice your drinks and get lit like a candle
... Ice ice baby

PS - not sure where the sandal line came in but writing a review in lyric form is a challenge!  This is the best I can do for now...

Need ice for an event?  Call Ice Now! They offer free delivery and their pricing is surprisingly cheap.

And good luck getting the Ice Ice Baby lyrics out of your head... (sorry)!",fczQCSmaWF78toLEmb0Zsw,8,7,10,False
271,621ZMZH68DilrRgBRw1R6A,5,I love Dr. Scott!! He is the funniest doctor I've ever met and he makes me feel good too! Dr. Scott is always willing to bend over backwards to make sure you are provided the best service and treatment possible. The massage therapists rock too! I will be a lifelong patient of Integrated Chiropractic.,PoLTut88ZmgFsnFvsTy5XQ,0,0,0,False
273,GjvIDOEhdQB1oPrFeSpxBw,5,Try the Moroccan Chicken on the low calorie menu.  I was really surprised at how great it is.,E5qFR0RBQBoXx8FbrOkdbw,1,0,0,False
274,3l72FflaaeI0tWEAWN3-gQ,5,"Wow.

Been there 2 times.  I wanted to revisit to see if it was a fluke, and to my pleasant surprise - it wasn't.  I'm from NW Indiana originally.  I know corn.  Indiana sweet corn cannot be beat - well - until I had the corn from America's Taco Shop.  This corn has cotija cheese, hot sauce, mayo, and I swear crack.  There has to be crack in there... I have viscous dreams about that corn and wake up in a cold sweat.  I need that corn... it's just so good.  

I don't eat beef and that's the only meat they serve but that won't stop me.  Their vampiro's minus the carne asada, bean and cheese burritos, chips and salsa, quesadilla are all awesome.  They also have delicious horchata.... but that corn.... 

I know where I'm going tonight.",k1ACFw3wmqkNGoiGeNLc0w,2,2,2,False
275,3H2ttTM2aSIaZ6FTjHwDQQ,5,"Expect no com TAM-foolery here....this joint is serious about their broken rice business! 

Endless options of different broken rice (aka com tam= deliciousness)  dishes which typically include shredded pork and whatever type of meat flavors your fancy, all within your $6-10 wallet budget! Service is prompt and efficient, menu is ez to follow, focus your energy on the broken rice dishes; thats what theyre known for. 

I highly recommend the shredded pork + pork chop + steamed egg combo that comes with a light pork broth on the side. The portion is HUGE and each component of the dish is so flavorful and unique, bringing together a fantastic symphony for your palate. My personal favorite is the steamed egg; there's just something about the soft and moist texture that compliments the broken rice. Go easy on the fish sauce (ngoc mam) they give you on the side (try adding Sriracha to the sauce to add some spice in your life), the dish is by far no means lacking in flavor/sodium. All at a pansy $5.99, I could really eat this all day...everyday!",LcWp2WChE9HpqdMEM8D2VQ,1,0,0,False
276,YjURbuHKIAQrwQKE8jxszQ,5,Woo Hoo!  Little Caesars opens in Fountain Hills!  Yummy pizza.,_GVAV2LjUWEs9fGjslex_A,1,1,1,False
277,XqrgB_gIXDQQ2NLukgqD3w,5,"Covet is an excellent clothing store.
In Arizona, there is almost nowhere decent to shop. 
unless of course you loooooove Juicy Couture, in the event of which, you should probably not even bother reading this review, because this kind of fashion forward clothing won't appeal to you. 

Acne Jeans? check.
Endovenera? check.
Ksubi? check. 
Nike? check. 

Covet starts off with an excellent men's shoe section, 
continues with an excellent men's clothing selection, 
and finishes off with excellent women's wear. 

It really is a shame if you haven't been to Covet yet. Do yourself a  serious favor and support a small business at the same time.",qm5xGd3d47RfLWib0ryMAg,1,6,1,False
278,IuAPYzf3NSyfyXYgT46YVA,5,"Love, love, love! Service is always fabulous and every dish has been perfect. The local cheese plate and AZ wine selections are amazing. I think between the 5 of us we have had everything on the menu, and it was all delicious. This is my fave place in the country right now. Can't wait to go back over the holidays!",YsTdL5RgU0qHHlsyFwDAaA,0,0,0,False
280,6oRAC4uyJCsJl1X0WZpVSA,5,"My husband and I have been going here for a few years now. It is one of our favorite places. Really low key, affordable, amazing food! Between the 2 of us our bill is never more than $10 and we are always stuffed! I love how casual it is and the humus cannot be beat!",sbNbxmGNodDJukgSXBFD4Q,0,0,0,False
281,Pg8OPh1D2ws0xO-I-8ppoA,5,"I came here after receiving a free pizza at a Yelp event.  Upper Crust had some of the best food at the event so I couldn't wait to have dinner at the restaurant.  

My friend and I came here on a Wednesday and were pleasantly surprised it was 1/2 off a bottle of wine day.  I can't remember exactly which wine we ordered, but it was a Shiraz and it was good.  We shared a happy hour appetizer of mild wings and a large pepperoni pizza with basil.  It was all so delicious!  

I also came here a different day with my boyfriend and we shared the meatballs with cheese on top and a large pizza with pepperoni, sausage, and basil.  Again, it was very tasty!  

 Everyone was very friendly and prompt.  I will be back to Upper Crust!",Ti86eeLrIhpNHDpjbla_fA,5,7,3,False
282,XJc9Ueb3avGpYaj5Ll92hg,5,"Yes it is bad for you. Yes it is delicious. Great customer service. Clean, fast and predictable.",kk05snSafuIFK0lsxoMNzA,0,0,0,False
283,eGevCRobYnA_HSj60sEWvQ,5,"I love pita Jungle! Everytime I am in town, I make it a point to get here. The food is fresh and healthy(ish). There ice tea comes in a variety of wonderful flavors and is so delicious. I would recommend you eat here, especially if you like yummy food with a medditeranean flare.",viMBWEgaZ0gSUpre0W8rhA,0,0,0,False
284,XD7hxupuU3kkid0tqsD1nw,5,"I love the girls there. I get my eyebrows done every two weeks and I get my nails done there as often as I can. Recently, I just did the gel nails (just the gel polish not like the fake nail stuff) and I LOVE it. I can't tell you how happy I am that I did it. I always just did my toes because I'd always manage to goof up my fingernails in the first hour after I get them done- but with gels, you can't do that because after they're put under the UV Light, they dry immediately. No goof ups! Plus, they don't chip. The lady said they'd last around two weeks. I'm so happy with them. It's been a week and they still look pretty good. :)",_k1lZP9bVrmIYpfwLLtZZA,0,0,0,False
285,8frfhwRITfgjLaDBueU8iA,5,"An oasis of little kid fun in Phoenix, we hadn't been in over a year and came for a birthday party.  They're always running a deal, so look for one before departing.  One year we did an annual pass.  It was a good deal.  There are also lots of special events that include deals.  One time we met spiderman.

There are lots of rides, mostly for shorter kids.  Some have modest height requirement that exclude the very young and some that exclude the tall.  There's a train, carousel, mini-coaster, tea cup ride, an up and down parachute ride, several rides that go in circles in different vehicles (e.g., planes, cars, and helicopters and futuristic flying machines), and a bumper boats ride that turns into a splash pad in the summer.  Determining whether the adults need a wrist band or tickets is always a little tricky as adults are needed on some rides, but not others, and it also depends on the age of the child.  The place has a little bit of a rundown feel, but kids don't notice and have loads of fun.  The arcade is really rundown, but the ATM is really nice.  There isn't much shade, so be prepared.  All of the staff are really nice.

There are usually a few game and art vendors about: ball toss game, sand art, and/or face painting.  All are a big hit with the kids, but also hit up the wallet for a few bucks a piece.  Everyone is a winner at ball toss, by the way.",U_fAIe7CUaGMejwSdNvMgw,1,0,1,False
286,FY_OXEVcewAQFZuu6fynLA,5,"Took us a while to find a good Greek restaurant. We have been here many times and have yet to have a bad meal.

Gyro combo this trip. Meat was very flavorful and great texture. Tzatziki sauce is one of the best I've tasted.",FvSVsGNKBgQdQt-MYP3Kxw,0,0,0,False
288,5VMajxduxfLPSyQkVFKESg,5,Best BBQ ever.  Go here and thank me later.,CuzADeE8rkYwiWrIxTsNGg,0,0,0,False
289,9dn3AMdwvD2KXnTr6AJY1g,5,"There are many places in the valley and its surrounding cities to eat Mexican food; however, there is one and only La Canasta.

In the last two years the boyfriend and I have eaten at this restaurant location quite often. For the money, you get exactly what you pay for: a decent meal and generous portions.

The chips and salsa are ever-flowing and the salsa is some of the best I've tasted.

The wait staff are generally pleasant, attentive and very accommodating. Plus they frequently recall what you had during your previous visits. I recommend you try the Machaca dinner or my boyfriend's favorite dish, the number 5 lunch special.

There are multiple locations in the valley, but this one beats them all hands down.",QB49hhSLpPMaZ_rqBjP8uQ,0,0,0,False
290,5EyT-ZbhJR6LwtVaPyE3bg,5,"I do a lot of traveling and during a quick trip to Phoenix, I was able to get two classes in at their studio. It was very clean and the people were friendly. I did think the studio was excessively hot my second class but everyone else seemed to be ok with it so perhaps it was just me. 

I would defiantly return if I were in the area again.",rdRJ3gejMIz8pB2zyR24oQ,1,1,0,False
291,z7q29LOjWMOy-ryBSeqgjg,5,"Evil Place!!!

That's right.. I walked in there and I couldnt believe it.  The people were nice to me, asking me if I needed help and by the end of the day, i had a new kitten!

All joking aisde, I love this place.  I know you can buy food and other things cheaper at grocery stores, but I kinda like a specialty store like Petsmart.  The staff is great and anything you need they are more than willing to help out.

To this day I have purchased two cats here and both are still awesome and amazing.  The last kitten my girlfriend actually picked up and when I went in there to pick up some food, they remembered which kitten we got.  Apparently she was among the favorites that was adopted.  

You want good service and a great place for your pets.. Petsmart is the best!",_4lqpCYCqOQzbB6xQGGhrQ,1,1,2,False
292,0yfN4bdKZfkFSXseB2kOBg,5,"I love guerrero's!  I worked in Mesa 15 years ago and we did burrito runs here all the time. I'm a huera, but my Hispanic pals all rated this place authentic.  It's a husband and wife team that runs it.  The best thing are the beans - incidentally, that's how I rate the authenticity of Mexican fare- They are the kind of beans I ate in Nogales during college (at a place I could only locate while intoxicated).  Thinner, lighter colored, and delicious compared to any I've EVER had this side of the border.  I live in PV now- super far - but after this I think I'm gonna have to take a road trip tomorrow to Mesa! Yum!",nRWHSp7rtXVPCjHxan_h8A,0,2,0,False
293,CTSuvTp8ymqtrM2t0lwAOA,5,"I love the Superstition Mountains! It is the most convenient place to get away from it all. The last time I was there I hiked Siphon Draw up to the Flat Iron. There were a lot of people on the trail but I still felt like I was in the wilderness.  Camping sites fill up fast here, so I would recommend checking out the Canyon Lake area as it is close and a pretty drive.",7oMqFG6Su53dtbkVnF80Gg,3,2,0,False
294,rZbHg4ACfN3iShdsT47WKQ,5,"I have never had BBQ in the South, Texas, or anywhere outside of California (except Bobby Q), but of all the places I've tried, Bobby Q is my current favorite BBQ place EVER!  I found this place on Yelp and came here while on a trip to Arizona.  The place was pretty crowded but we only  waited about 15-20 minutes.  We ordered babyback ribs, St. Louis ribs, corn, and mac&cheese.  They also give you DELICIOUS AMAZING CORNBREAD!

Everything was excellent.  The St. Louis ribs were the best ribs I have ever had.  They were extremely tender and had a nice flavorful bark on the  outside with dark grill marks.  Their BBQ sauce was equally awesome and the kind I like -- a bit more on the sweeter side, less on the vinegary side.  The babyback ribs were also tasty, but not as flavorful (and less meat of course) than the St. Louis ones.  The sides were good but more forgettable due to the sheer perfection of their ribs.

I don't know if I will ever be in Phoenix again, but this place is a must-return if I ever am.  Oh and at the end of the meal, they gave us complimentary, piping hot FRESH cinnamon donuts!  That double-won me over.  I want Bobby Q right now.",upG0mzEpQFpoSZXRv2pfaw,0,1,0,False
295,RT06SJHkloqMvNn1aXdpBw,5,"I am sad that Lucky's is so far from where we live.  I worked near Lucky's last year and just happened to walk in for lunch.  My lunch was so good I took a huge meat lovers pie home, which was so good my husband proposed all over again!

The employees were so friendly and explained that their pizza might take a little longer than normal, but they want to make sure it's right.  I loved everything about my visit there, and was able to stop in a couple more times throughout the year.  It's about an hour drive from where I live, but the more I think about it, I think we're going to have to go get some more Lucky's pizza.  Great neighborhood pizza place!",WxeD74JGiwjljzHndYSvmw,0,0,0,False
296,NFloHgUrC5kCTFybx_r-aw,5,"Rarely crowded. 4 tables indoors, many more outdoors. Wifi is usually fast. Only downside is that it's next to a gas station, so the visuals out the window aren't exactly spectacular. But if you care about that, why are you in Scottsdale?",AvjnPmsfQWsUFJ4-M9wI1A,0,0,0,False
297,-sAoGZTnFtDZUY9JYWHqlg,5,"Attended the Pink charity event at the Shade bar.  Great time and the scene was fantastic.

Need to highlight the job that Jason and Halley do with VIP tables.  I've worked with both of them twice now and the experience is always top notch.  Always ensure that the experience is better than expected.",g-lJlj7TNdfoNqtk3r3Ikg,0,0,0,False
299,-Ogv7rpcgUHkFaSy3vD8Sw,5,"When Hoa called and said we were having a reunion of former branch employees at a Chinese buffet, I wasn't at all apprehensive. My normal concerns with such eateries--will the food be maintained at a proper food-safe temperature, is this seafood fresh, how long has the sushi been sitting out, will I be able to make it home before my intestines rupture--dissipated because Hoa knows good Asian cuisine. She is, of course, born to Vietnam and world traveled. 

Let's start with my happiest aspect about HKGB: the sushi. No, it's not the best sushi in the Valley, but they make it fresh for you on site. You can stand there and watch it being make, grab a soup or something else to munch on, or just sit at your table and chat awhile. Afterwards, you can head back for more sushi or veer over to the more traditional offerings of a Chinese buffet: sweet and sour chicken, fried rice, crab legs. 

Now let's review the not-so-shiny aspect: the price. Yes, it seems a little steep that we paid about $25 per person with tip (and I made only two rounds) but when you factor in the 2 hours we spent there, grazing, catching up, grazing, passing Lisette's daughter around, grazing and making plans to keep in touch, it's really not such an outrageous amount to pay. 

If you find yourself in this part of town, craving Chinese and are wicked crazy hungry, give HKGB a shot.",nc3cqVN0UuB3m50-CcMftw,10,11,2,False
300,Zx8_4zKdDBSO3qGrkukBIA,5,"LOVE Chino Bandido.  The snickerdoodle cookie they give you with your meal is heaven.  Well, all of the food might actually be heaven, but usually by the time I get to the snickerdoodle I could die happy on the spot.",MUHoBFzwRoXpCpgYSN8KRA,1,1,1,False
301,FV0BkoGOd3Yu_eJnXY15ZA,5,"I pride myself on being 'that girl' that tries out every restaurant I come across. It's practically a hobby for me. For YEARS I kept saying, ""I want to go to Cowboy Ciao"" but we never made it. Then, thankfully, the hubs' best friend had a big birthday dinner there, so we just HAD to go. (Thank you hubs' best friend!)

I have to say that the service was incredible, and the menu was almost overwhelming. There were SO many interesting choices, but I had to stick to the tried and true chopped salad - everyone and their mother has told me about this salad, and I wasn't about to miss out. The hubs ordered the Tenderbelly Pork Shank. 

The chopped salad has earned its reputation. That thing is de-freaking-licious. The Pork Shank dish was fabulous as well, but I couldn't get over how great the salad was! AND the server always came over to make sure that my wine glass was never empty. Seriously, can it get any better?

For dessert we ordered the spumoni- I have had better (no offense) but I'm not sure anything served after that salad would have made me happy :)

I'm very glad we finally made it to Cowboy Ciao and I look forward to going back - SOON!",g9s_yIDg9uA3RufY8-cqtA,1,2,0,False
302,7hmTTGJHKfAw82uT4kIxvQ,5,"The facility is a bit dated, but the service is great.  Dr. Rios is patient and thorough, and his staff are friendly and efficient.  Dr. Rios gave me several different alternative contacts to try in order to make sure that I was getting the right fit for me - it made a big difference.  Who knew that they make bi-focal contacts now?  They're great.",yujwS7lAU_2e8z8yQdsqlg,0,0,0,False
303,E6DnUFy3GoN4DxTqturtug,5,"Went wed nite, wife tells me best gnocchi since Europe, were cooked perfectly . I had pollo erbe, terrific.

 "" wine tasting director"" very good, with tasty selections. Will be back, OFTEN. Highly recommend. Rich D",QqndsiMnOxuyhaSzIGmq7Q,0,0,0,False
304,TPbaVXcot4-MGFMi2gREJQ,5,Our family have used this Discount Tire for 11 years now.  Amazing service and warranty on tires.  Thank you!,O0WWBU6acBCzzYjyXaouUQ,0,0,1,False
306,1pGC-0jvQ6vN5rzmCHjmfg,5,"The new Harkins Cine Capri, one of the first things to open in Tempe Marketplace, boasts 16 theatres and offers more than the norm when it comes to movie snacks. Moviegoers can order brownie bites, mozzarella sticks and pizza.

The theatre is super spacious and the seats are plush and comfy. And the screen is huge. This is my new favorite movie theatre.",nWouNfZD3Pw08RYizxkqcA,0,1,0,False
308,Me6hKl5pjH2KCuxLZm6pzQ,5,"Soooo this location is even better than the one in Superstition Springs. They also have a play place, which is pretty cool. I ordered the deluxe chicken and it was simply amazing. Fantastic service as well. I ordered and set my stuff down and within a couple minutes my food was brought out to me with a smile. Very polite staff, and delicious food.... what more could one ask for? I totally wish Chick-fil-A would sell thier Chick-fil-A sauce by the bottle cuz it's sooo good",XAYnVFLCV7i3iR4qs4eeQQ,0,0,0,False
311,rZbHg4ACfN3iShdsT47WKQ,5,"Seriously.  I seldom give 5 stars, but it deserves at least this much.
If it wasn't for the location and the super scary after dinner club scene, I would go every.single.day.

Truly one the best BBQ places in greater Phoenix.  My mouth is watering as I'm thinking about the Hog Heaven special.  In fact, my puppies mouths are watering too.  Decent prices, giant selection.  One of those places where the early cowboys of the SW would appreciate.  
 
If you are a cracker family, I suggest going super early, like super early bird special early , like when the snow birds come out for the senior special early, because after dusk, the whole place transforms into a pulsating super loud, super dicey Mexican Dance Club, and the blue hairs are sure to have a coronary attack after indulging in such a  lipid laden meal as they attempt to make their way out of the Club.  
 
Ah the sacrifice for decent BBQ....",die-1gtgzw5KcyUjKo-VSg,1,1,1,False
313,7tTK3VPlFtBGBHm8-LZIUg,5,"Awesome place!! EXCELLENT food/apps(try the bleu cheese figs)! Ask for Dizzy Dre, he's AWSOME and listens to your likes and customizes drinks for you!! Very patient with women!! ;)",q9U8zvkHbEkMCABvBkQByQ,0,3,1,False
314,J-c25QK8xBqv1P-huUkoTQ,5,"Do not bother going anywhere else. This is the place to go for laser. No contracts, easy to get appointments, very reasonable. The staff is fantastic, every one of them. I usually go to Kristen, but all others are as equally friendly and competent. Location is very convenient also. I have looked, and I have received many groupon and living social offers from other places, but I never bothered. This is the one.",_nKsyDUIdoTimDPM9aG23w,0,0,0,False
315,3u7-xGwUKyGHkSexwBd9Wg,5,"I realize L&L is a chain, but I love their food. My favorites are the Loco Moco and the BBQ Chicken. I also enjoy their haupia-filled donuts. The family that runs this place is very friendly and do a great job in making sure you will enjoy your meal. Go there.",AZ8NDHmLWdZGzvMtZXzjkA,0,0,0,False
316,mhQCxOiqp03qnhGRTtPduw,5,This is my favorite pho joint in all of Arizona. I have been to about 17 from flagstaff to mesa to central and Tucson! The owners are so welcoming and very proud of their business and it shows! The place is always clean and the bathrooms are immaculate! I always order pho Tai and water.. But I've had both their egg rolls and spring rolls both excellent! I love the broth! It's true pho broth.. It's not the beef bullion cubes other place use and you can defiantly taste the difference! The sprouts are the cleanest I have ever seen! I love this pho place ...  try the greatest pho in Arizona!,FXbDtMtmR3zF50ljxeQueA,0,0,0,False
318,6v0vQm3wXzaFoEywvpbnqg,5,Best happy hour on this side of town. The bartenders are very friendly and service is always prompt. I've never had a bad drink or a bad meal here. I only go in if Jennifer is working though! The bar has plenty of TVs too.,aLTl_OkLo0BFRxdz1n6sYA,0,1,0,False
319,vwZ15OkVO6PemAe87k0M-Q,5,"I have been to Mabel's a few times now and I think it is a pretty stellar place. The food is awesome (try the chicken lollypops and the deviled eggs) and the drinks are strong. The ambiance is nice and cozy and I think it works well for a romantic dinner or a big group of friends. The staff has always been pleasant and accommodating and that goes a long way for me in Snottsdale. 

Last night I was wowed by Mabel's. We had a fundraiser for a great friend who has cancer and they not only let us throw it there FOR FREE, but generously offered to donate 20% of the bar tab to the cause. The service was great that night and they earned a fan for life. Thanks Mabel's, for being so cool, you're a breath of fresh air.",q9XgOylNsSbqZqF_SO3-OQ,3,4,2,False
320,rvHy0q0Gnqxy3G87BNluaQ,5,Great place for Italian food. Very family friendly. Mellow atmosphere with friendly and knowledgeable staff. Never had a bad meal. My favorite is Sirloin Marsala and you can choose any pasta they have to go with it at no charge. Recommend to anyone who enjoys quality Italian for a good price.,L56wgzkIBP5_zVPHQ9XQCA,0,1,0,False
321,ZWbvjFC_qE21JUpGlAU0Cw,5,"I never write these things. But I have to say that you will not be disappointed with Paletas Betty. Especially with the weather right now, it is a delicious and healthy treat, made with seasonal ingredients. I highly recommend the limón amarillo when in season. Delicious frozen lemondade/lemon drop on a stick, tossed in a sugar rub. It is for certain served in heaven. That is all.

P.S. check out the hours, yo. You know what's up.",vuxnLRJLT7EjjwIwycDAoA,2,2,1,False
322,co8rv2zfOhMXc_TlEI9VrA,5,"I almost wish I hadn't discovered this place because it's so good! Ton's of flavors and every kind of topping you could want (even cake frosting) 
So much better than MoJo and to top it off the staff couldn't have been nicer.",AVCBC2G5RjJM8tu_PebFPw,0,1,0,False
